University,Academic Boycotter Name,Auto Increment
Rutgers University - New Brunswick,Brittney Cooper,4325
Rutgers University - New Brunswick,Carlos Ulises Decana,4333
Rutgers University - New Brunswick,Carolyn A. Brown,4341
Rutgers University - New Brunswick,Carter Mathes,4343
Rutgers University - New Brunswick,Charles I. Auffant,4348
Rutgers University - New Brunswick,Christien Tompkins,4362
Rutgers University - New Brunswick,Chrystin Ondersma,4365
Rutgers University - New Brunswick,David D. Troutt,4393
Rutgers University - New Brunswick,David S. Foglesong,4395
Rutgers University - New Brunswick,Todd Wolfson,4415
Rutgers University - Newark,Barbara Foley,810
Rutgers University - Newark,Mayte Green-Mercado,2973
Rutgers University - Newark,Wendell Marsh,2974
Rutgers University - Newark,Zahra Ali,2975
Rutgers University - Newark,Domingo Morel,2988
Rutgers University - Newark,Genese Sodikoff,2993
Rutgers University - Newark,Lyra Monteiro,3012
Rutgers University - Newark,Sean T. Mitchell,3026
Rutgers University - Newark,Whitney Strub,3034
Rutgers University - Newark,Amir A. Moosavi,3040
Rutgers University - Newark,David Lopez,3041
Rutgers University - Newark,Gabriela Kuetting,3042
Rutgers University - Newark,Icnelia Huerta Ocampo,3043
Rutgers University - Newark,John Keene,3044
Rutgers University - Newark,Jon Cowans,3045
Rutgers University - Newark,Karen Caplan,3046
Rutgers University - Newark,Laura Lomas,3047
Rutgers University - Newark,Leyla Amzi-Erdogdular,3048
Rutgers University - Newark,Manu Samriti Chander,3049
Rutgers University - Newark,Mark Krasovic,3050
Rutgers University - Newark,Mary Rizzo,3051
Rutgers University - Newark,Melissa M. Valle,3052
Rutgers University - Newark,Meril Antony,3053
Rutgers University - Newark,Nermin Allam,3054
Rutgers University - Newark,Nukhet Varlik,3055
Rutgers University - Newark,Popy Begum,3056
Rutgers University - Newark,Sadia Abbas,3057
Rutgers University - Newark,Sahar Aziz,3058
Rutgers University - Newark,Tim Raphael,3060
Rutgers University - Newark,Wendell Hassan Marsh,3061
Rutgers University - Newark,Alison Howell,3628
Rutgers University - Newark,Antonio Y. Vázquez-Arroyo,4294
Rutgers University - Newark,Arthur B. Powell,4298
Rutgers University - Newark,Belinda Edmondson,4309
Rutgers University - Newark,Charles Payne,4349
SUNY Binghamton,Carl Gelderloos,927
SUNY Binghamton,Joseph Keith,928
SUNY Binghamton,William Martin,929
SUNY Binghamton,Randall McGuire,930
SUNY Binghamton,Monika Metha,931
SUNY Binghamton,Ravi Palat,932
SUNY Binghamton,Joshua Price,934
SUNY Binghamton,Sevinç Türkkan,936
SUNY Binghamton,Joshua Reno,3108
SUNY Buffalo,Marion Werner,3111
SUNY Empire State College,Dianne Ramdeholl,3735
SUNY Fashion Institute of Technology,Praveen K. Chaudhry,3113
SUNY New Paltz,Kiersten Greene,3114
SUNY Old Westbury,Kyle Anderson,3736
SUNY Oneonta,Maria Chaves Daza,3115
SUNY Oswego,Erik Wade,4554
SUNY Purchase,Mtume Gant ,3673
SUNY Stony Brook,Victoria Hesford,3622
SUNY at Albany,Bret Benjamine,924
SUNY at Albany,Paul Stasi,926
Sacramento City College,Riad Bahhur,831
Sacramento City College,Dawna DeMartini,3062
Sacramento City College,Surangi Frazier ,3063
Sacramento State University,Ayad Al-Qazzaz,130
Sacred Heart University,Bill Yousman,3725
Salem State University,Roopika Risam,3675
Sam Houston State University ,Adam Hubrig,3726
San Antonio College,Suraya Khan,3727
San Diego State University,Priya Kandaswamy,2783
San Diego State University,Jonathan Graubart,3064
San Diego State University,Nellie Tran,3065
San Diego State University,Rebecca M Romani,3066
San Diego State University,Roberto D. Hernández,4569
San Diego State University,Olivia Chilcote,4575
San Diego State University,David Kamper,4592
San Francisco State University,Cesar Rodriguez,136
San Francisco State University,Rabab Abdulhadi,846
San Francisco State University,Falu Bakrania,847
San Francisco State University,Joanne Barker,848
San Francisco State University,Andreana Clay,849
San Francisco State University,C. Rueda Esquibel,850
San Francisco State University,Jason Ferreira,851
San Francisco State University,Dina Ibrahim,852
San Francisco State University,Andrew Jolivette,853
San Francisco State University,Shirin Khanmohamadi,855
San Francisco State University,Felix Salvador Kury,856
San Francisco State University,Jenny W. Lau,857
San Francisco State University,Martha Lincoln,858
San Francisco State University,John-Carlos Perea,859
San Francisco State University,Kasturi Ray,861
San Francisco State University,Persis M. Karim,866
San Francisco State University,Tomomi Kinukawa,1290
San Francisco State University,James Martel,2171
San Francisco State University,Betty Yu,3067
San Francisco State University,Jocelyn Hermoso,3068
San Francisco State University,Leora Kava,3069
San Francisco State University,Ron Hayduk,3070
San Francisco State University,Valerie Francisco-Menchavez,3071
San Francisco State University,Verónica Rabelo,3072
San Francisco State University,Katynka Martinez,4596
San Francisco State University,Abul Pitre,4598
San Francisco State University,Wesley Ueunten,4600
San Jose State University,Manuel Callahan,864
San Jose State University,Roberto Gonzalez,865
San Jose State University,Sang Hea Kil,867
San Jose State University,Matthew Spangler,868
San Jose State University,Bassam Kassab,3073
San Jose State University,Sang Kil,4555
Santa Clara University,Juliana Chang,843
Santa Clara University,Anthony Hazard,3074
Santa Clara University,Mythri Jegathesan,3075
Santa Clara University,Sharmila Lodhia,3076
Santa Clara University,Allia Ida Griffin,3077
Santa Clara University,Christina Zanfagna,3078
Santa Clara University,Juliana Chsng,3079
Sarah Lawrence College,Suzanne Gardinier,3080
Sarah Lawrence College,Yeong Ran Kim,3081
Seattle University,Dean Spade,3082
Seattle University,John McKay,3083
Seattle University,Nalini Iyer,3084
Seton Hall University,Golbarg Rekabtalaei,3085
Shaw University,A. Harold Hart,3730
Shaw University,Alana M. Anton,3749
Siena College,Lisette Balabarca-Fataccioli,3731
Simmons University,Sumayya Ahmed ,3732
Skidmore College,Gwen D'Arcangelis,869
Skidmore College,Feryaz Ocakli,3086
Skidmore College,Lucia Hulsether,3087
Smith College,Jennifer Guglielmo,870
Smith College,Elisabeth Armstrong,2071
Smith College,Erin Pineda,3089
Smith College,Michelle Joffroy,4578
Southern Illinois University Carbondale,Virginia Tilley,4471
Southern Illinois University Edwardsville,Steve Tamari,873
Southern Methodist University,Harold Knight,875
Southwestern College - Professional Studies,Kristen D. Scott,3090
Spelman College,Beverly Guy-Sheftall,876
Spelman College,M. Bahati Kuumba,877
Spelman College,Opal Moore,878
Spelman College,Mona T. Phillips,879
Spelman College,Erica Williams,880
Spelman College,Erica Lorraine Williams,3091
Spelman College,Kwame-Osagyefo Kalimara,3092
St. Lawrence University,John Collins,832
St. Louis University,Amy Cooper,3093
St. Louis University,Chris Tinson,3094
St. Louis University,Harold Braswell,3095
St. Louis University,Yolonda Y. Wilson,3096
St. Martin University,David H Price,834
St. Martin University,Teresa Winstead,835
"St. Mary, College of Maryland",Betul Basaran,836
St. Olaf College,Linda Mokdad,837
St. Olaf College,Scott Anderson,838
St. Olaf College,Jamie Schillinger,3097
St. Xavier University,Thomas Thorp,841
Stanford University,Khalil Barhoum,881
Stanford University,Joel Beinin,882
Stanford University,Thomas Blom-Hansen,883
Stanford University,Clayborne Carson,884
Stanford University,Jane Collier,885
Stanford University,Jennifer Devere-Brody,886
Stanford University,James Ferguson,887
Stanford University,Denise Gigante,888
Stanford University,Linda Hess,889
Stanford University,Ian Hodder,890
Stanford University,Jisha Menon,891
Stanford University,Sianne Ngai,892
Stanford University,Hilton Obenzinger,893
Stanford University,David Palumbo-Liu,894
Stanford University,Vahe Petrosian,895
Stanford University,Jonathan Rosa,896
Stanford University,Jose David Saldivar,897
Stanford University,Sylvia Yanagisako,898
Stanford University,Rush Rehm,2097
Stanford University,Patricia Blessing,2942
Stanford University,Adrien Zakar,3099
Stanford University,Camilo Perez-Bustillo,3100
Stanford University,Marissa C. Floro,3101
Stanford University,Mikael Wolfe,3102
Stanford University,Patricia Alessandrini,3103
Stanford University,Ali Yaycioglu,3104
Stanford University,Seema Yasmin,4520
Stanford University,Mrigender Singh Virk,4521
Stanford University,Marci Kwon,4522
State University of New York (SUNY) System,Bret Benjamine,901
State University of New York (SUNY) System,Carl Gelderloos,903
State University of New York (SUNY) System,Arthur Grant,904
State University of New York (SUNY) System,John Hartung,905
State University of New York (SUNY) System,James Holston,906
State University of New York (SUNY) System,Joseph Keith,908
State University of New York (SUNY) System,William Martin,909
State University of New York (SUNY) System,Randall McGuire,911
State University of New York (SUNY) System,Monika Metha,912
State University of New York (SUNY) System,Alyssa Mt. Pleasant,913
State University of New York (SUNY) System,Ravi Palat,914
State University of New York (SUNY) System,Joshua Price,916
State University of New York (SUNY) System,Paul Stasi,921
State University of New York (SUNY) System,Sevinç Türkkan,922
State University of New York (SUNY) System,Cynthia Wu,923
State University of New York (SUNY) System,Alyssa Mt. Pleasant,940
State University of New York (SUNY) System,Paige Sarlin,941
State University of New York (SUNY) System,Cynthia Wu,942
State University of New York (SUNY) System,Joshua Reno,4022
State University of New York (SUNY) System,Marion Werner,4025
State University of New York (SUNY) System,Dianne Ramdeholl,4027
State University of New York (SUNY) System,Praveen K. Chaudhry,4028
State University of New York (SUNY) System,Kiersten Greene,4029
State University of New York (SUNY) System,Kyle Anderson,4030
State University of New York (SUNY) System,Maria Chaves Daza,4031
State University of New York (SUNY) System,Mtume Gant ,4032
State University of New York (SUNY) System,Victoria Hesford,4033
Stockton University,Adam Miyashiro,947
Stockton University,Raz Segal,3105
Stonehill College,Stan Thangaraj ,2486
Suffolk University,Ragini Shah,950
Sul Ross State University,Robert Mallouf,952
Sullivan University,Abeer Al Ghananeem,953
Swarthmore College,Sa’ed Atshan,954
Swarthmore College,Bakirathi Mani,955
Swarthmore College,Lara Cohen,956
Swarthmore College,Farha Ghannam,957
Swarthmore College,David Harrison,958
Swarthmore College,Ahmad Shokr,3116
Swarthmore College,David H. Cohen,3117
Swarthmore College,Lara Langer Cohen,3118
Swarthmore College,Nina Johnson ,3119
Swarthmore College,Sabeen Ahmed,4547
Swarthmore College,Prea Persaud,4584
Syracuse University,Crystal Bartolovich,959
Syracuse University,Himika Bhattacharya,960
Syracuse University,Pedro DiPietro,962
Syracuse University,Carol Fadda,963
Syracuse University,Tula Goenka,964
Syracuse University,Cecilia Green,965
Syracuse University,Roger Hallas,966
Syracuse University,Ken Harper,967
Syracuse University,Matt Huber,968
Syracuse University,Amy Kallander,969
Syracuse University,Eunjung Kim,970
Syracuse University,Dana Olwan,971
Syracuse University,Jackie Orr,972
Syracuse University,Tom Perreault,973
Syracuse University,Gwendolyn Pough,974
Syracuse University,Minnie Pratt,975
Syracuse University,Robin Riley,976
Syracuse University,Mara Sapon-Shevin,977
Syracuse University,Chandra Talpade-Mohanty,978
Syracuse University,Susan Wadley,979
Syracuse University,Hayley Marama Cavino,2068
Syracuse University,Diane Grimes,3120
Syracuse University,Jeanette Jouili,3121
Syracuse University,Mona Bhan,3122
Syracuse University,Osamah Khalil,3123
Syracuse University,Farhana Sultana ,3124
Syracuse University,Darwin Han-Lin Tsen,3679
Temple University,Alexa Firat,980
Temple University,Heather Levi,981
Temple University,Peter Logan,982
Temple University,Carolyn I. Karcher,2069
Temple University,Jaya Ramji-Nogales,3125
Temple University,Sarah Katz,3127
Temple University,Rebecca T. Alpert,4207
Temple University,John Schultz,4536
Temple University,Brandis Whitfield,4537
Texas A & M University,Ira Dworkin,984
Texas A & M University,Katherine Gillen ,3129
Texas A & M University,Sena Karasipahi,3130
Texas Christian University,Andrew Ryder,3131
Texas Christian University,Nino Testa,3132
Texas Christian University,Randa May Tawil,3133
Texas Christian University,Stacie McCormick,3134
Texas State University,Elizabeth Bishop,983
The Julliard School,Anthony Lioi,2758
The New School,Jaskiran Dhillon,986
The New School,Abou Farman,987
The New School,Rachel Heiman,988
The New School,Ann Laura Stoler,990
The New School,Nancy Fraser,2156
The New School,Cinzia Arruzza,3136
The New School,Clara Mattei,3137
The New School,Eli Zaretsky,3138
The New School,J. Mae Barizo,4525
The New School,Cassius Adair,4526
The New School,Heather Davis,4527
Thomas Jefferson University,Fadwa Alhalaiqa,3672
Towson University,Samuel Collins,993
Towson University,Michael Tristano,3140
Towson University,Michaela Frischherz,3141
Towson University,Harjant Gill,4463
Trinity College,Zayde Antrim,994
Trinity College,Davarian L. Baldwin,996
Trinity College,Jeffrey Bayliss,998
Trinity College,Robert J. Corber,999
Trinity College,Dario Euraque,1001
Trinity College,Luis Figueroa,1003
Trinity College,Drew Hyland,1005
Trinity College,Garth A. Myers,1008
Trinity College,Stephen Valocchi,1011
Trinity College,Johnny Eric Williams,1013
Trinity College,Christina Heatherton,1014
Trinity College,Isaac Kamola,2163
Trinity University,Saber Elaydi,1015
Tufts University,Thomas Abowd,1016
Tufts University,Amahl Bishara,1017
Tufts University,Kareem Khubchandani,1019
Tufts University,Kamran Rastegar,1021
Tufts University,Christina Sharpe,1022
Tufts University,Saul Slapikoff,1023
Tufts University,Greg Thomas,1024
Tufts University,Modhumita Roy,2074
Tulane University,Adeline Masquelier,1025
Tulane University,Matt Sakakeeny,1026
Tulane University,Ed White,1027
Tulane University,Nathan Jessee ,3142
Union College,Jennifer Mitchell,3143
University of Alabama,David Cruz-Uribe,1030
University of Alabama,Michael Innis-Jimenez,1031
University of Alabama,Pamela Murray,1032
"University of Alabama, Birmingham",Adam J. Toth,2971
"University of Alabama, Huntsville",Dylan James Baun,3145
"University of Alabama, Huntsville",John E. Harfouch,3146
University of Arizona,Abraham Acosta,1033
University of Arizona,Sama Alshaibi,1034
University of Arizona,Linda T. Darling,1035
University of Arizona,Linda Green,1036
University of Arizona,Miranda Joseph,1037
University of Arizona,Simin Karimi,1038
University of Arizona,Eithne Luibheid,1039
University of Arizona,Farid Matuk,1040
University of Arizona,Yaseen Noorani,1041
University of Arizona,Sandra Soto,1043
University of Arizona,Faith Harden,3147
University of Arizona,Laura Goffman,3148
University of Arizona,Maha Nassar,3149
University of Arizona,Robert Garfield,3150
University of Arizona,Samira Farwaneh,3151
University of Arizona,Jill Castek,3152
University of Arizona,Matthew Abraham,3153
University of Arkansas,Krista Lewis,1044
University of Arkansas,Ted Swedenburg,3154
University of California Berkeley,Paola Bacchetta,1271
University of California Berkeley,Hatem Bazian,1272
University of California Berkeley,Charles Briggs,1276
University of California Berkeley,Natalia Brizuela,1277
University of California Berkeley,Ivonne del Valle,1279
University of California Berkeley,Samera Esmeir,1280
University of California Berkeley,Keith Feldman,1281
University of California Berkeley,Mariane Ferme,1282
University of California Berkeley,Charles Hirschkind,1286
University of California Berkeley,Seth Holmes,1287
University of California Berkeley,James Holston,1288
University of California Berkeley,Minoo Moallem,1294
University of California Berkeley,Geoffrey G. O’Brien,1298
University of California Berkeley,Stefania Pandolfo,1300
University of California Berkeley,Leigh Raiford,1303
University of California Berkeley,Juana María Rodríguez,1304
University of California Berkeley,Poulomi Saha,1305
University of California Berkeley,Roshanak Kheshti,1442
University of California Berkeley,Leslie Salzinger,2088
University of California Berkeley,Nora Jacobsen Ben Hammed,2251
University of California Berkeley,Michael Rodríguez-Muñiz,2876
University of California Berkeley,Ussama Makdisi,2970
University of California Berkeley,Adam Benkato,3155
University of California Berkeley,Anne Walsh,3156
University of California Berkeley,Ashton Wesner,3157
University of California Berkeley,Debarati Sanyal,3159
University of California Berkeley,Jill Miller,3160
University of California Berkeley,Leti Volpp,3161
University of California Berkeley,Pablo Gonzàlez ,3162
University of California Berkeley,Sharad Chari,3163
University of California Berkeley,Daniel A. Rodriguez,4380
University of California Berkeley,Cori Hayden,4454
University of California Berkeley,Michael Burawoy,4474
University of California Berkeley,Paul Fine,4475
University of California Berkeley,Celeste Langan,4476
University of California Berkeley,Christine Rosen,4477
University of California Berkeley,James Vernon,4478
University of California Berkeley,Ramsey McGlazer,4532
University of California Berkeley,Gillian Hart,4558
University of California Davis,Clarissa Rojas,221
University of California Davis,Gina Bloom,1308
University of California Davis,Joshua Clover,1309
University of California Davis,Ofelia Ortiz Cuevas,1310
University of California Davis,Natalia Deeb-Sossa,1311
University of California Davis,Marisol de la Cadena,1312
University of California Davis,Gregory Dobbins,1313
University of California Davis,Donald Donham,1314
University of California Davis,Omnia El Shakry,1315
University of California Davis,Margaret Ferguson,1316
University of California Davis,Kathleen Frederickson,1317
University of California Davis,Jeff Fort,1318
University of California Davis,Beth Freeman,1319
University of California Davis,Hsuan Hsu,1320
University of California Davis,Rana Jaleel,1321
University of California Davis,Suad Joseph,1322
University of California Davis,Caren Kaplan,1323
University of California Davis,Richard Kim,1324
University of California Davis,Alan Klima,1325
University of California Davis,Neil Larsen,1326
University of California Davis,Robyn Magalit Rodriguez,1327
University of California Davis,Sunaina Maira,1328
University of California Davis,Amina Mama,1329
University of California Davis,Elizabeth Miller,1330
University of California Davis,Flagg Miller,1331
University of California Davis,Susette Min,1332
University of California Davis,Noha Radwan,1333
University of California Davis,Parama Roy,1334
University of California Davis,Jocelyn Sharlet,1335
University of California Davis,Magid Shihade,1336
University of California Davis,Julia Simon,1337
University of California Davis,David Simpson,1338
University of California Davis,David Smith,1339
University of California Davis,Smriti Srinivas,1340
University of California Davis,Baki Tezcan,1341
University of California Davis,Caroline Valverde,1342
University of California Davis,Stefano Varese,1343
University of California Davis,Evan Watkins,1344
University of California Davis,Zaina Zaatari,1345
University of California Davis,Anjali Nath,3165
University of California Davis,Corrie Decker,3166
University of California Davis,Dena Al-Adeeb,3167
University of California Davis,Gabi Kirk,3168
University of California Davis,Justin Leroy,3169
University of California Davis,Noah Guynn,3170
University of California Davis,Peggy Kyoungwon Lee,3171
University of California Davis,Yasmine Hachimi,3172
University of California Davis,John Smolenski,3259
University of California Irvine,Sherine Hamdy,53
University of California Irvine,Victoria Bernal,1347
University of California Irvine,Tom Boellstorff,1348
University of California Irvine,Sora Han,1349
University of California Irvine,Adriana Johnson,1350
University of California Irvine,Laura Kang,1351
University of California Irvine,Eleana Kim,1352
University of California Irvine,Julia Lee,1354
University of California Irvine,Mark LeVine,1355
University of California Irvine,Lilith Mahmud,1356
University of California Irvine,Glen Mimura,1357
University of California Irvine,Liron Mor,1359
University of California Irvine,Laura O'Connor,1360
University of California Irvine,Kris Peterson,1362
University of California Irvine,Kavita Philip,1363
University of California Irvine,R. Radhakrishnan,1364
University of California Irvine,Tiffany Willoughby-Herard,1366
University of California Irvine,Rei Terada,1367
University of California Irvine,Adria L. Imada,1440
University of California Irvine,Justin Richland,1512
University of California Irvine,Aijaz Ahmad,2070
University of California Irvine,Beheroze Shroff,3173
University of California Irvine,Margherita Long,3174
University of California Irvine,Nasrin Rahimieh,3175
University of California Irvine,Simon Leung,3177
University of California Irvine,Susan Morrissey,3178
University of California Irvine,Yousuf Al-Bulushi,3179
University of California Irvine,Monica Youn,4412
University of California Irvine,James Kyung-Jin Lee,4594
University of California Los Angeles,Maylei Blackwell,1370
University of California Los Angeles,Philippe Bourgois,1371
University of California Los Angeles,Lucy Burns,1373
University of California Los Angeles,Michael Cahn,1374
University of California Los Angeles,Keith Camacho,1375
University of California Los Angeles,Jessica Cattelino,1376
University of California Los Angeles,Anne Cong-Huyen,1377
University of California Los Angeles,Erin Debenport,1379
University of California Los Angeles,Khaled Abou El Fadl,1380
University of California Los Angeles,Michelle Erai,1381
University of California Los Angeles,Aisha Finch,1382
University of California Los Angeles,Nouri Gana,1383
University of California Los Angeles,Mishuana Goeman,1384
University of California Los Angeles,Yogita Goyal,1385
University of California Los Angeles,Akhil Gupta,1386
University of California Los Angeles,Christian Haesemeyer,1387
University of California Los Angeles,Laurie Kain-Hart,1391
University of California Los Angeles,Robin D.G. Kelley,1392
University of California Los Angeles,Saree Makdisi,1394
University of California Los Angeles,Purnima Mankekar,1395
University of California Los Angeles,Aamir Mufti,1396
University of California Los Angeles,Sherry Ortner,1397
University of California Los Angeles,Jemima Pierre,1398
University of California Los Angeles,Shana Redmond,1400
University of California Los Angeles,Jenny Sharp,1401
University of California Los Angeles,Susan Slyomovics,1403
University of California Los Angeles,Shannon Speed,1404
University of California Los Angeles,David Stein,1405
University of California Los Angeles,Lamia Balafrej,2011
University of California Los Angeles,Adam Moore,3180
University of California Los Angeles,Adriana Vazquez,3181
University of California Los Angeles,Ananya Roy,3183
University of California Los Angeles,Carlos Santos,3184
University of California Los Angeles,Chris Zepeda-Millan,3185
University of California Los Angeles,Desi Small-Rodrigue,3187
University of California Los Angeles,Eric Sheppard,3188
University of California Los Angeles,Evyn Lê Espiritu Gandhi,3189
University of California Los Angeles,Grace Kyungwon Hong,3191
University of California Los Angeles,Hannah C Appel,3192
University of California Los Angeles,Jasleen Kohli,3193
University of California Los Angeles,Jennifer Chun,3194
University of California Los Angeles,Kathlyn M. Cooney,3195
University of California Los Angeles,Kyle T. Mays,3196
University of California Los Angeles,Lieba Faier,3197
University of California Los Angeles,Loubna Qutami,3198
University of California Los Angeles,Maite Zubiaurre,3200
University of California Los Angeles,Peter James Hudson,3201
University of California Los Angeles,S.A. Smythe,3202
University of California Los Angeles,Shaina Potts,3203
University of California Los Angeles,Summer Kim Lee,3204
University of California Los Angeles,Sarah Stein,4169
University of California Los Angeles,David Delgado Shorter,4459
University of California Los Angeles,Sherene Razack,4556
University of California Los Angeles,Laurie Kain Hart,4562
University of California Merced,Tanya Golash-Boza,1406
University of California Merced,Anneeth Kaur-Hundle,1407
University of California Riverside,Jacques Lezra,698
University of California Riverside,Courtney Baker,756
University of California Riverside,Alisa Bierria,1273
University of California Riverside,Jennifer Doyle,1412
University of California Riverside,Sherine Hafez,1415
University of California Riverside,Marta Hernández-Salván,1417
University of California Riverside,Mariam Lam,1419
University of California Riverside,David Lloyd,1420
University of California Riverside,Patricia Morton,1422
University of California Riverside,Dylan Rodriguez,1425
University of California Riverside,Jeffrey Sacks,1426
University of California Riverside,Christina Schwenkel,1427
University of California Riverside,Sarita See,1428
University of California Riverside,Setsu Shigematsu,1429
University of California Riverside,Andrea Smith,1430
University of California Riverside,Eric Stanley,1431
University of California Riverside,Emma Stapely,1432
University of California Riverside,Devra Weber,1434
University of California Riverside,Traise Yamamoto,1435
University of California Riverside,Augustine J. Kposowa,3205
University of California Riverside,Brandon Andrew Robinson,3206
University of California Riverside,Donatella Galella,3207
University of California Riverside,Freya Schiwy,3208
University of California Riverside,João Costa Vargas,3209
University of California Riverside,Keith Miyake,3210
University of California Riverside,Latipa (née Michelle Dizon),3211
University of California Riverside,Mark Minch-de Leon,3212
University of California Riverside,Crystal Mun-hye Baik,3213
University of California Riverside,Farah Godrej,4533
University of California San Diego,John D. Blanco,1436
University of California San Diego,Dennis Childs,1437
University of California San Diego,Ricardo Dominguez,1438
University of California San Diego,Gary Fields,1439
University of California San Diego,Curtis Marez,1443
University of California San Diego,Beatrice Pita,1444
University of California San Diego,Michael Provence,1445
University of California San Diego,Shelley Streeby,1448
University of California San Diego,Charles Thorpe,1449
University of California San Diego,Brad Werner,1450
University of California San Diego,Roy Pérez,2032
University of California San Diego,Amanda Batarseh,3214
University of California San Diego,Andrea Mendoza,3215
University of California San Diego,Carol Arcos Herrera,3216
University of California San Diego,Erin Hill,3217
University of California San Diego,Fernando Domínguez Rubio,3219
University of California San Diego,Jin-Kyung Lee,3220
University of California San Diego,Lilly Irani,3221
University of California San Diego,Ross Frank,3222
University of California San Diego,Wendy Matsumura,3223
University of California San Diego,Yến Lê Espirituu,3224
University of California San Diego,Luis Martín-Cabrera,3225
University of California San Francisco,George Bisharat,1346
University of California San Francisco,Jess Ghannam,1452
University of California San Francisco,Stephen Roddy,1454
University of California San Francisco,V. Mylo Schaaf,1455
University of California San Francisco,Joseph Zamaria,3226
University of California Santa Barbara,Paul Amar,1368
University of California Santa Barbara,Amrah Salomon,1446
University of California Santa Barbara,Eileen Boris,1456
University of California Santa Barbara,Julie Carlson,1459
University of California Santa Barbara,John Foran,1460
University of California Santa Barbara,Diane Fujino,1461
University of California Santa Barbara,Bishnupriya Ghosh,1463
University of California Santa Barbara,Lisa Hajjar,1465
University of California Santa Barbara,Esther Lezra,1466
University of California Santa Barbara,David Naguib Pellow,1467
University of California Santa Barbara,William Robinson,1468
University of California Santa Barbara,Adam Sabra,1469
University of California Santa Barbara,Chela Sandoval,1470
University of California Santa Barbara,Bhaskar Sarkar,1471
University of California Santa Barbara,Sherene Seikaly,1472
University of California Santa Barbara,Paul Spickard,1473
University of California Santa Barbara,Charmaine Chua,2150
University of California Santa Barbara,Hui-Ling S Malone,2776
University of California Santa Barbara,Bassam Bamieh,3144
University of California Santa Barbara,Alice O'Connor,3227
University of California Santa Barbara,Bernadette Andrea,3228
University of California Santa Barbara,Cecilia Méndez ,3229
University of California Santa Barbara,Constance Penley,3230
University of California Santa Barbara,Daniel Masterson,3231
University of California Santa Barbara,Elizabeth DePalma Digeser,3232
University of California Santa Barbara,Erika Rappaport,3233
University of California Santa Barbara,Estibalitz Ezkerra Vegas,3234
University of California Santa Barbara,Felice Blake,3235
University of California Santa Barbara,Jean Beaman,3236
University of California Santa Barbara,Juan E Campo,3237
University of California Santa Barbara,Kai Thaler,3238
University of California Santa Barbara,Kate McDonald,3239
University of California Santa Barbara,Laila Shereen Sakr,3240
University of California Santa Barbara,Magda Campo,3241
University of California Santa Barbara,Mona Damluji,3242
University of California Santa Barbara,Ralph Armbruster-Sandoval,3243
University of California Santa Barbara,Raquel Pacheco,3244
University of California Santa Barbara,Utathya Chattopadhyaya,3245
University of California Santa Barbara,Walid Afifi,3246
University of California Santa Barbara,Giuliana Perrone,3247
University of California Santa Barbara,Jennifer Tyburczy ,3248
University of California Santa Barbara,Jia-Ching Chen,3249
University of California Santa Barbara,Miroslava Chavez-Garcia,3250
University of California Santa Cruz,Nick Mitchell,1421
University of California Santa Cruz,Mark Anderson,1475
University of California Santa Cruz,Anjali Arondekar,1476
University of California Santa Cruz,Neda Atanasoski,1477
University of California Santa Cruz,Nancy N Chen,1479
University of California Santa Cruz,Chris Connery,1480
University of California Santa Cruz,Gina Dent,1482
University of California Santa Cruz,Jennifer Derr,1483
University of California Santa Cruz,Mayanthi Fernando,1484
University of California Santa Cruz,Carla Freccero,1485
University of California Santa Cruz,Camilo Gomez-Rivas,1486
University of California Santa Cruz,Jody Greene,1487
University of California Santa Cruz,Christine Hong,1488
University of California Santa Cruz,Amanda Lashaw,1489
University of California Santa Cruz,Kimberly Lau,1490
University of California Santa Cruz,Marcia Ochoa,1491
University of California Santa Cruz,Gina Athena Ulysse,2018
University of California Santa Cruz,A.M. Darke,3251
University of California Santa Cruz,Felicity A. Schaeffer,3252
University of California Santa Cruz,Ivy Sichel,3253
University of California Santa Cruz,Jenny Kelly,3254
University of California Santa Cruz,Muriam Haleh Davis,3256
University of California Santa Cruz,Peter Limbrick ,3257
University of California Santa Cruz,Maywa Montenegro,3258
University of California Santa Cruz,Nidhi Mahajan,4531
University of California System,Clarissa Rojas,82
University of California System,Paul Amar,1045
University of California System,Mark Anderson,1047
University of California System,Anjali Arondekar,1049
University of California System,Neda Atanasoski,1050
University of California System,Paola Bacchetta,1051
University of California System,Hatem Bazian,1052
University of California System,Victoria Bernal,1054
University of California System,George Bisharat,1055
University of California System,Alisa Bierria,1056
University of California System,Maylei Blackwell,1057
University of California System,John D. Blanco,1058
University of California System,Gina Bloom,1059
University of California System,Tom Boellstorff,1060
University of California System,Eileen Boris,1061
University of California System,Philippe Bourgois,1062
University of California System,Charles Briggs,1065
University of California System,Natalia Brizuela,1066
University of California System,Lucy Burns,1071
University of California System,Michael Cahn,1073
University of California System,Keith Camacho,1074
University of California System,Julie Carlson,1075
University of California System,Jessica Cattelino,1076
University of California System,Nancy N Chen,1078
University of California System,Dennis Childs,1079
University of California System,Joshua Clover,1080
University of California System,Anne Cong-Huyen,1081
University of California System,Chris Connery,1082
University of California System,Ofelia Ortiz Cuevas,1083
University of California System,Natalia Deeb-Sossa,1087
University of California System,Marisol de la Cadena,1088
University of California System,Ivonne del Valle,1089
University of California System,Gina Dent,1090
University of California System,Jennifer Derr,1091
University of California System,Gregory Dobbins,1092
